合計	チーム名	大会名	field	被災者	レスキューキット	坂登り	坂下り	チェックポイント	バンプ	被災者数scoa	被災者数count	レスキューキット数scoa	レスキューキット数count	競技進行の停止scoa	競技進行の停止count	競技時間	
25	DMS-空	大阪電気通信大学　オープン大会 RescueMeiz(メイズ)	meiz	25	0	0	0	0	0	0	1	0	0	0	0	00:00:09	
